Emp_ID,Department,Tenure_Months,Base_Salary,Voluntary_Turnover,Exit_Interview
1045,Engineering,10,61160,No,N/A - Active Employee
1046,Manufacturing,12,147897,No,N/A - Active Employee
1047,Manufacturing,38,132577,No,N/A - Active Employee
1048,Manufacturing,44,144303,Yes,I wasn't properly trained on the new optical switch assembly line.
1049,Manufacturing,55,70846,No,N/A - Active Employee
1050,Sales,46,79924,No,N/A - Active Employee
1051,Engineering,34,73882,No,N/A - Active Employee
1052,Sales,41,140274,No,N/A - Active Employee
1053,Sales,10,146555,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1054,Manufacturing,58,61095,No,N/A - Active Employee
1055,Sales,17,100983,Yes,"The hiring volume is insane, we don't have enough trainers."
1056,Manufacturing,17,74123,No,N/A - Active Employee
1057,Manufacturing,3,126615,No,N/A - Active Employee
1058,Manufacturing,31,105278,No,N/A - Active Employee
1059,Manufacturing,51,111999,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1060,Manufacturing,1,91153,Yes,"Great team, but the manufacturing shifts are too long."
1061,Manufacturing,12,78344,No,N/A - Active Employee
1062,Engineering,39,97656,No,N/A - Active Employee
1063,Manufacturing,4,130515,Yes,"The hiring volume is insane, we don't have enough trainers."
1064,Manufacturing,42,61212,No,N/A - Active Employee
1065,Manufacturing,13,69001,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1066,Manufacturing,34,138784,No,N/A - Active Employee
1067,Engineering,42,141144,No,N/A - Active Employee
1068,Manufacturing,21,96427,No,N/A - Active Employee
1069,Sales,22,91368,No,N/A - Active Employee
1070,Engineering,57,130819,No,N/A - Active Employee
1071,Manufacturing,4,121160,No,N/A - Active Employee
1072,Manufacturing,18,85854,No,N/A - Active Employee
1073,Engineering,5,70715,No,N/A - Active Employee
1074,Engineering,19,141701,No,N/A - Active Employee
1075,Engineering,2,118784,No,N/A - Active Employee
1076,Engineering,12,86797,Yes,"Great team, but the manufacturing shifts are too long."
1077,Manufacturing,17,107573,No,N/A - Active Employee
1078,Manufacturing,10,136120,No,N/A - Active Employee
1079,Manufacturing,34,74780,No,N/A - Active Employee
1080,Sales,6,97905,No,N/A - Active Employee
1081,Engineering,8,81573,No,N/A - Active Employee
1082,Manufacturing,51,93359,No,N/A - Active Employee
1083,Manufacturing,11,126062,No,N/A - Active Employee
1084,Manufacturing,57,133391,No,N/A - Active Employee
1085,Manufacturing,12,103463,No,N/A - Active Employee
1086,Engineering,9,76571,No,N/A - Active Employee
1087,Engineering,2,79142,No,N/A - Active Employee
1088,Sales,8,85104,No,N/A - Active Employee
1089,Manufacturing,58,68625,No,N/A - Active Employee
1090,Manufacturing,11,99199,No,N/A - Active Employee
1091,Engineering,53,75926,No,N/A - Active Employee
1092,Engineering,36,91218,No,N/A - Active Employee
1093,Manufacturing,10,104472,No,N/A - Active Employee
1094,Engineering,21,80566,No,N/A - Active Employee
1095,Manufacturing,20,116125,No,N/A - Active Employee
1096,Manufacturing,48,93205,No,N/A - Active Employee
1097,Manufacturing,8,89717,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1098,Manufacturing,36,109984,No,N/A - Active Employee
1099,Manufacturing,29,85135,No,N/A - Active Employee
1100,Manufacturing,42,88164,No,N/A - Active Employee
1101,Engineering,12,134489,No,N/A - Active Employee
1102,Manufacturing,14,98562,No,N/A - Active Employee
1103,Manufacturing,48,129110,No,N/A - Active Employee
1104,Sales,54,80169,No,N/A - Active Employee
1105,Manufacturing,50,119858,Yes,"Great team, but the manufacturing shifts are too long."
1106,Manufacturing,21,81604,No,N/A - Active Employee
1107,Engineering,22,149670,No,N/A - Active Employee
1108,Manufacturing,21,148738,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1109,Manufacturing,44,60684,No,N/A - Active Employee
1110,Manufacturing,50,68007,No,N/A - Active Employee
1111,Manufacturing,30,101787,No,N/A - Active Employee
1112,Sales,39,109582,No,N/A - Active Employee
1113,Engineering,20,134791,No,N/A - Active Employee
1114,Engineering,24,143629,No,N/A - Active Employee
1115,Sales,23,65782,No,N/A - Active Employee
1116,Engineering,7,126770,No,N/A - Active Employee
1117,Manufacturing,9,117645,No,N/A - Active Employee
1118,Sales,1,91996,Yes,"The hiring volume is insane, we don't have enough trainers."
1119,Manufacturing,26,89204,No,N/A - Active Employee
1120,Engineering,38,77152,No,N/A - Active Employee
1121,Sales,38,115186,No,N/A - Active Employee
1122,Manufacturing,54,145024,No,N/A - Active Employee
1123,Manufacturing,44,79689,No,N/A - Active Employee
1124,Manufacturing,22,110690,No,N/A - Active Employee
1125,Manufacturing,44,143251,No,N/A - Active Employee
1126,Engineering,10,117320,No,N/A - Active Employee
1127,Sales,55,124226,No,N/A - Active Employee
1128,Manufacturing,58,116091,No,N/A - Active Employee
1129,Manufacturing,6,139301,No,N/A - Active Employee
1130,Manufacturing,17,81942,No,N/A - Active Employee
1131,Manufacturing,51,98712,No,N/A - Active Employee
1132,Manufacturing,50,125277,No,N/A - Active Employee
1133,Manufacturing,38,109632,Yes,"Great team, but the manufacturing shifts are too long."
1134,Sales,24,98031,No,N/A - Active Employee
1135,Manufacturing,51,80478,No,N/A - Active Employee
1136,Manufacturing,10,82551,No,N/A - Active Employee
1137,Engineering,56,108068,No,N/A - Active Employee
1138,Manufacturing,8,95561,No,N/A - Active Employee
1139,Sales,21,62892,No,N/A - Active Employee
1140,Sales,56,84395,No,N/A - Active Employee
1141,Manufacturing,6,78756,No,N/A - Active Employee
1142,Manufacturing,21,147710,No,N/A - Active Employee
1143,Manufacturing,57,94651,No,N/A - Active Employee
1144,Manufacturing,39,126333,No,N/A - Active Employee
1145,Manufacturing,24,133745,No,N/A - Active Employee
1146,Engineering,33,109306,No,N/A - Active Employee
1147,Manufacturing,59,81346,No,N/A - Active Employee
1148,Manufacturing,18,88024,No,N/A - Active Employee
1149,Manufacturing,56,100818,No,N/A - Active Employee
1150,Sales,28,65947,No,N/A - Active Employee
1151,Manufacturing,57,135153,No,N/A - Active Employee
1152,Manufacturing,52,146240,No,N/A - Active Employee
1153,Manufacturing,32,127428,No,N/A - Active Employee
1154,Sales,12,89754,No,N/A - Active Employee
1155,Manufacturing,48,123355,No,N/A - Active Employee
1156,Engineering,42,118241,No,N/A - Active Employee
1157,Engineering,27,128960,No,N/A - Active Employee
1158,Manufacturing,10,73418,No,N/A - Active Employee
1159,Engineering,46,148593,No,N/A - Active Employee
1160,Manufacturing,57,115184,No,N/A - Active Employee
1161,Engineering,52,64833,No,N/A - Active Employee
1162,Engineering,42,135430,No,N/A - Active Employee
1163,Manufacturing,32,101833,No,N/A - Active Employee
1164,Manufacturing,42,60565,No,N/A - Active Employee
1165,Engineering,26,100180,No,N/A - Active Employee
1166,Manufacturing,25,78402,No,N/A - Active Employee
1167,Manufacturing,11,102845,No,N/A - Active Employee
1168,Manufacturing,23,135851,No,N/A - Active Employee
1169,Manufacturing,34,72834,No,N/A - Active Employee
1170,Engineering,57,127850,No,N/A - Active Employee
1171,Manufacturing,52,97180,No,N/A - Active Employee
1172,Manufacturing,40,63883,No,N/A - Active Employee
1173,Manufacturing,23,135587,No,N/A - Active Employee
1174,Engineering,29,71695,No,N/A - Active Employee
1175,Manufacturing,31,83123,No,N/A - Active Employee
1176,Engineering,7,118481,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1177,Manufacturing,40,133438,No,N/A - Active Employee
1178,Sales,33,77573,No,N/A - Active Employee
1179,Manufacturing,21,116494,No,N/A - Active Employee
1180,Manufacturing,2,72288,Yes,"Great team, but the manufacturing shifts are too long."
1181,Manufacturing,18,106978,No,N/A - Active Employee
1182,Sales,47,132420,No,N/A - Active Employee
1183,Sales,33,136095,No,N/A - Active Employee
1184,Manufacturing,37,114672,No,N/A - Active Employee
1185,Engineering,34,121821,No,N/A - Active Employee
1186,Engineering,20,143661,No,N/A - Active Employee
1187,Manufacturing,35,129224,No,N/A - Active Employee
1188,Manufacturing,51,149405,No,N/A - Active Employee
1189,Manufacturing,50,114796,No,N/A - Active Employee
1190,Manufacturing,54,104706,No,N/A - Active Employee
1191,Sales,18,64023,No,N/A - Active Employee
1192,Sales,46,142636,No,N/A - Active Employee
1193,Engineering,24,96735,No,N/A - Active Employee
1194,Manufacturing,8,132959,No,N/A - Active Employee
1195,Manufacturing,30,99218,No,N/A - Active Employee
1196,Engineering,44,72213,No,N/A - Active Employee
1197,Sales,53,88460,No,N/A - Active Employee
1198,Sales,10,124680,No,N/A - Active Employee
1199,Engineering,23,91017,No,N/A - Active Employee
1200,Engineering,52,90990,No,N/A - Active Employee
1201,Manufacturing,49,79515,No,N/A - Active Employee
1202,Manufacturing,11,89991,No,N/A - Active Employee
1203,Sales,2,67634,No,N/A - Active Employee
1204,Engineering,58,137034,Yes,"The hiring volume is insane, we don't have enough trainers."
1205,Manufacturing,26,136452,No,N/A - Active Employee
1206,Manufacturing,36,89377,No,N/A - Active Employee
1207,Engineering,33,93001,No,N/A - Active Employee
1208,Manufacturing,47,61391,No,N/A - Active Employee
1209,Manufacturing,13,125206,No,N/A - Active Employee
1210,Manufacturing,40,102215,No,N/A - Active Employee
1211,Engineering,25,139720,No,N/A - Active Employee
1212,Engineering,4,87114,No,N/A - Active Employee
1213,Manufacturing,42,71882,No,N/A - Active Employee
1214,Engineering,19,77273,No,N/A - Active Employee
1215,Manufacturing,18,105647,No,N/A - Active Employee
1216,Manufacturing,37,142665,No,N/A - Active Employee
1217,Engineering,30,124892,No,N/A - Active Employee
1218,Engineering,19,102679,No,N/A - Active Employee
1219,Engineering,58,60427,No,N/A - Active Employee
1220,Engineering,23,126267,No,N/A - Active Employee
1221,Manufacturing,59,60799,No,N/A - Active Employee
1222,Manufacturing,54,115659,No,N/A - Active Employee
1223,Manufacturing,16,67025,No,N/A - Active Employee
1224,Manufacturing,1,74481,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1225,Manufacturing,12,85411,No,N/A - Active Employee
1226,Sales,24,74961,No,N/A - Active Employee
1227,Manufacturing,34,81767,No,N/A - Active Employee
1228,Sales,53,111690,No,N/A - Active Employee
1229,Engineering,57,112870,No,N/A - Active Employee
1230,Engineering,8,96135,No,N/A - Active Employee
1231,Manufacturing,18,124514,No,N/A - Active Employee
1232,Manufacturing,57,146928,No,N/A - Active Employee
1233,Manufacturing,48,138798,No,N/A - Active Employee
1234,Manufacturing,5,130765,Yes,"Great team, but the manufacturing shifts are too long."
1235,Engineering,26,83772,No,N/A - Active Employee
1236,Manufacturing,30,78799,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1237,Manufacturing,54,83555,No,N/A - Active Employee
1238,Engineering,13,79333,No,N/A - Active Employee
1239,Manufacturing,19,64261,No,N/A - Active Employee
1240,Sales,29,129002,Yes,"The hiring volume is insane, we don't have enough trainers."
1241,Sales,3,106553,No,N/A - Active Employee
1242,Sales,26,63088,No,N/A - Active Employee
1243,Manufacturing,40,105783,No,N/A - Active Employee
1244,Manufacturing,59,61115,No,N/A - Active Employee
1245,Sales,58,130114,No,N/A - Active Employee
1246,Manufacturing,58,128126,No,N/A - Active Employee
1247,Sales,12,132908,No,N/A - Active Employee
1248,Sales,2,129109,No,N/A - Active Employee
1249,Sales,11,62978,No,N/A - Active Employee
1250,Manufacturing,44,69422,No,N/A - Active Employee
1251,Manufacturing,28,103626,No,N/A - Active Employee
1252,Sales,18,149233,No,N/A - Active Employee
1253,Manufacturing,13,116174,No,N/A - Active Employee
1254,Manufacturing,37,97743,No,N/A - Active Employee
1255,Manufacturing,22,130461,No,N/A - Active Employee
1256,Sales,12,117199,Yes,"The hiring volume is insane, we don't have enough trainers."
1257,Engineering,2,89430,Yes,I wasn't properly trained on the new optical switch assembly line.
1258,Manufacturing,37,88834,No,N/A - Active Employee
1259,Manufacturing,7,84435,No,N/A - Active Employee
1260,Engineering,26,147212,No,N/A - Active Employee
1261,Sales,26,115797,No,N/A - Active Employee
1262,Manufacturing,24,103554,No,N/A - Active Employee
1263,Manufacturing,12,114555,No,N/A - Active Employee
1264,Sales,16,145350,No,N/A - Active Employee
1265,Engineering,23,74716,No,N/A - Active Employee
1266,Engineering,40,120261,No,N/A - Active Employee
1267,Engineering,9,87528,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1268,Manufacturing,32,61995,No,N/A - Active Employee
1269,Manufacturing,15,82414,No,N/A - Active Employee
1270,Engineering,37,73844,No,N/A - Active Employee
1271,Engineering,13,96659,No,N/A - Active Employee
1272,Sales,5,75522,No,N/A - Active Employee
1273,Sales,11,134034,No,N/A - Active Employee
1274,Manufacturing,10,102322,No,N/A - Active Employee
1275,Manufacturing,52,127638,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1276,Engineering,13,68524,No,N/A - Active Employee
1277,Engineering,41,90846,No,N/A - Active Employee
1278,Engineering,53,133643,No,N/A - Active Employee
1279,Engineering,46,120096,No,N/A - Active Employee
1280,Sales,50,143804,No,N/A - Active Employee
1281,Manufacturing,15,107703,No,N/A - Active Employee
1282,Manufacturing,42,84399,No,N/A - Active Employee
1283,Manufacturing,56,135160,No,N/A - Active Employee
1284,Manufacturing,7,148667,No,N/A - Active Employee
1285,Manufacturing,40,108591,No,N/A - Active Employee
1286,Manufacturing,28,80714,No,N/A - Active Employee
1287,Manufacturing,32,95877,No,N/A - Active Employee
1288,Manufacturing,35,144106,No,N/A - Active Employee
1289,Manufacturing,15,138018,No,N/A - Active Employee
1290,Manufacturing,48,119136,No,N/A - Active Employee
1291,Manufacturing,36,93414,No,N/A - Active Employee
1292,Engineering,21,146576,No,N/A - Active Employee
1293,Manufacturing,6,138943,No,N/A - Active Employee
1294,Manufacturing,1,105468,Yes,"The hiring volume is insane, we don't have enough trainers."
1295,Manufacturing,4,139702,Yes,I wasn't properly trained on the new optical switch assembly line.
1296,Engineering,11,132108,Yes,I wasn't properly trained on the new optical switch assembly line.
1297,Manufacturing,44,106835,No,N/A - Active Employee
1298,Engineering,26,123333,No,N/A - Active Employee
1299,Manufacturing,37,102464,No,N/A - Active Employee
1300,Manufacturing,23,82923,No,N/A - Active Employee
1301,Manufacturing,29,121855,No,N/A - Active Employee
1302,Manufacturing,21,127445,Yes,"Great team, but the manufacturing shifts are too long."
1303,Engineering,48,127619,No,N/A - Active Employee
1304,Engineering,45,106146,No,N/A - Active Employee
1305,Sales,45,120032,No,N/A - Active Employee
1306,Manufacturing,49,77140,No,N/A - Active Employee
1307,Manufacturing,27,62670,No,N/A - Active Employee
1308,Engineering,39,96519,No,N/A - Active Employee
1309,Manufacturing,40,104512,No,N/A - Active Employee
1310,Manufacturing,13,117811,No,N/A - Active Employee
1311,Manufacturing,23,74691,No,N/A - Active Employee
1312,Manufacturing,59,94262,No,N/A - Active Employee
1313,Sales,16,114892,No,N/A - Active Employee
1314,Engineering,30,85595,No,N/A - Active Employee
1315,Engineering,4,117207,Yes,"Great team, but the manufacturing shifts are too long."
1316,Manufacturing,40,93440,No,N/A - Active Employee
1317,Manufacturing,16,68630,No,N/A - Active Employee
1318,Manufacturing,31,91250,No,N/A - Active Employee
1319,Manufacturing,53,137518,No,N/A - Active Employee
1320,Manufacturing,42,134191,No,N/A - Active Employee
1321,Engineering,25,124791,No,N/A - Active Employee
1322,Engineering,44,144118,No,N/A - Active Employee
1323,Manufacturing,12,123753,No,N/A - Active Employee
1324,Sales,26,120520,No,N/A - Active Employee
1325,Engineering,37,64008,Yes,I wasn't properly trained on the new optical switch assembly line.
1326,Manufacturing,48,104464,No,N/A - Active Employee
1327,Engineering,33,60496,No,N/A - Active Employee
1328,Manufacturing,28,83212,Yes,I wasn't properly trained on the new optical switch assembly line.
1329,Manufacturing,9,80637,No,N/A - Active Employee
1330,Manufacturing,12,105227,No,N/A - Active Employee
1331,Engineering,5,142413,No,N/A - Active Employee
1332,Manufacturing,54,143346,No,N/A - Active Employee
1333,Manufacturing,52,69884,No,N/A - Active Employee
1334,Manufacturing,54,128259,No,N/A - Active Employee
1335,Manufacturing,28,109810,No,N/A - Active Employee
1336,Sales,56,64761,No,N/A - Active Employee
1337,Engineering,35,133166,No,N/A - Active Employee
1338,Manufacturing,5,76375,Yes,I wasn't properly trained on the new optical switch assembly line.
1339,Manufacturing,34,85218,No,N/A - Active Employee
1340,Manufacturing,46,90565,No,N/A - Active Employee
1341,Manufacturing,34,92975,No,N/A - Active Employee
1342,Manufacturing,13,87073,No,N/A - Active Employee
1343,Manufacturing,39,129726,No,N/A - Active Employee
1344,Manufacturing,42,61883,No,N/A - Active Employee
1345,Engineering,45,128422,No,N/A - Active Employee
1346,Engineering,48,109629,No,N/A - Active Employee
1347,Manufacturing,58,124170,No,N/A - Active Employee
1348,Manufacturing,14,134489,No,N/A - Active Employee
1349,Engineering,11,68381,Yes,I wasn't properly trained on the new optical switch assembly line.
1350,Manufacturing,42,83238,No,N/A - Active Employee
1351,Sales,38,73795,No,N/A - Active Employee
1352,Engineering,4,122999,No,N/A - Active Employee
1353,Manufacturing,53,109907,No,N/A - Active Employee
1354,Manufacturing,33,69638,No,N/A - Active Employee
1355,Engineering,7,130467,No,N/A - Active Employee
1356,Manufacturing,56,102623,No,N/A - Active Employee
1357,Manufacturing,41,98492,No,N/A - Active Employee
1358,Sales,8,86411,Yes,I wasn't properly trained on the new optical switch assembly line.
1359,Manufacturing,37,80534,No,N/A - Active Employee
1360,Manufacturing,51,89181,No,N/A - Active Employee
1361,Engineering,10,79996,No,N/A - Active Employee
1362,Manufacturing,43,132089,Yes,I wasn't properly trained on the new optical switch assembly line.
1363,Manufacturing,57,143609,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1364,Sales,15,132666,No,N/A - Active Employee
1365,Manufacturing,38,89405,No,N/A - Active Employee
1366,Sales,15,131325,No,N/A - Active Employee
1367,Sales,5,88930,No,N/A - Active Employee
1368,Manufacturing,29,77529,No,N/A - Active Employee
1369,Manufacturing,19,113546,No,N/A - Active Employee
1370,Manufacturing,54,67942,No,N/A - Active Employee
1371,Manufacturing,51,67548,No,N/A - Active Employee
1372,Manufacturing,10,78296,No,N/A - Active Employee
1373,Engineering,12,111016,Yes,I wasn't properly trained on the new optical switch assembly line.
1374,Manufacturing,54,60296,No,N/A - Active Employee
1375,Manufacturing,4,127945,Yes,"The hiring volume is insane, we don't have enough trainers."
1376,Engineering,31,119980,No,N/A - Active Employee
1377,Manufacturing,18,116782,No,N/A - Active Employee
1378,Engineering,16,94229,No,N/A - Active Employee
1379,Manufacturing,40,113444,No,N/A - Active Employee
1380,Manufacturing,36,95036,No,N/A - Active Employee
1381,Engineering,25,99322,Yes,"The hiring volume is insane, we don't have enough trainers."
1382,Engineering,23,87167,No,N/A - Active Employee
1383,Sales,12,111667,No,N/A - Active Employee
1384,Engineering,34,143337,No,N/A - Active Employee
1385,Engineering,36,111468,No,N/A - Active Employee
1386,Manufacturing,37,132894,No,N/A - Active Employee
1387,Manufacturing,3,113084,No,N/A - Active Employee
1388,Engineering,9,123138,Yes,I wasn't properly trained on the new optical switch assembly line.
1389,Engineering,53,82588,No,N/A - Active Employee
1390,Sales,18,122901,No,N/A - Active Employee
1391,Manufacturing,43,77671,No,N/A - Active Employee
1392,Manufacturing,35,143038,No,N/A - Active Employee
1393,Engineering,57,91645,No,N/A - Active Employee
1394,Manufacturing,55,67637,No,N/A - Active Employee
1395,Sales,34,60660,No,N/A - Active Employee
1396,Sales,41,66922,No,N/A - Active Employee
1397,Manufacturing,14,104721,No,N/A - Active Employee
1398,Engineering,4,117256,No,N/A - Active Employee
1399,Engineering,29,129506,No,N/A - Active Employee
1400,Manufacturing,41,128943,No,N/A - Active Employee
1401,Sales,45,87843,Yes,"Great team, but the manufacturing shifts are too long."
1402,Manufacturing,50,69046,No,N/A - Active Employee
1403,Engineering,15,149336,No,N/A - Active Employee
1404,Manufacturing,28,123985,Yes,"Great team, but the manufacturing shifts are too long."
1405,Sales,42,140083,No,N/A - Active Employee
1406,Manufacturing,16,90346,No,N/A - Active Employee
1407,Manufacturing,12,148284,No,N/A - Active Employee
1408,Sales,52,113526,No,N/A - Active Employee
1409,Manufacturing,5,133143,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1410,Manufacturing,34,96787,No,N/A - Active Employee
1411,Sales,42,93583,No,N/A - Active Employee
1412,Sales,1,72563,No,N/A - Active Employee
1413,Manufacturing,39,106060,No,N/A - Active Employee
1414,Engineering,32,93690,No,N/A - Active Employee
1415,Manufacturing,26,74925,No,N/A - Active Employee
1416,Manufacturing,17,146787,Yes,I wasn't properly trained on the new optical switch assembly line.
1417,Manufacturing,48,143184,Yes,"Great team, but the manufacturing shifts are too long."
1418,Engineering,59,80108,No,N/A - Active Employee
1419,Engineering,27,136515,No,N/A - Active Employee
1420,Engineering,24,128258,No,N/A - Active Employee
1421,Engineering,35,65355,No,N/A - Active Employee
1422,Manufacturing,46,106069,No,N/A - Active Employee
1423,Manufacturing,42,114471,No,N/A - Active Employee
1424,Manufacturing,54,92705,No,N/A - Active Employee
1425,Manufacturing,39,103909,No,N/A - Active Employee
1426,Manufacturing,26,148606,No,N/A - Active Employee
1427,Sales,49,113739,No,N/A - Active Employee
1428,Manufacturing,38,136820,No,N/A - Active Employee
1429,Manufacturing,23,147273,No,N/A - Active Employee
1430,Manufacturing,22,83241,No,N/A - Active Employee
1431,Engineering,4,87414,No,N/A - Active Employee
1432,Engineering,49,110818,No,N/A - Active Employee
1433,Manufacturing,59,80895,No,N/A - Active Employee
1434,Manufacturing,9,122409,No,N/A - Active Employee
1435,Engineering,4,115324,No,N/A - Active Employee
1436,Manufacturing,7,126920,No,N/A - Active Employee
1437,Engineering,23,113555,No,N/A - Active Employee
1438,Engineering,2,125453,Yes,"Great team, but the manufacturing shifts are too long."
1439,Manufacturing,49,82689,No,N/A - Active Employee
1440,Manufacturing,24,124356,No,N/A - Active Employee
1441,Sales,40,68252,Yes,"Great team, but the manufacturing shifts are too long."
1442,Manufacturing,55,90844,No,N/A - Active Employee
1443,Manufacturing,31,83365,No,N/A - Active Employee
1444,Engineering,47,66026,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1445,Sales,31,88523,No,N/A - Active Employee
1446,Sales,47,70482,No,N/A - Active Employee
1447,Engineering,40,108888,No,N/A - Active Employee
1448,Manufacturing,48,110110,No,N/A - Active Employee
1449,Manufacturing,51,60493,No,N/A - Active Employee
1450,Engineering,43,116194,No,N/A - Active Employee
1451,Manufacturing,34,142001,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1452,Manufacturing,55,99767,No,N/A - Active Employee
1453,Sales,24,89550,No,N/A - Active Employee
1454,Manufacturing,49,73833,Yes,"Great team, but the manufacturing shifts are too long."
1455,Manufacturing,26,62970,No,N/A - Active Employee
1456,Manufacturing,16,142681,No,N/A - Active Employee
1457,Manufacturing,57,109177,No,N/A - Active Employee
1458,Manufacturing,47,127342,No,N/A - Active Employee
1459,Manufacturing,13,131200,No,N/A - Active Employee
1460,Manufacturing,15,121501,No,N/A - Active Employee
1461,Engineering,27,88900,No,N/A - Active Employee
1462,Engineering,4,74126,No,N/A - Active Employee
1463,Manufacturing,16,130690,No,N/A - Active Employee
1464,Sales,30,147744,No,N/A - Active Employee
1465,Manufacturing,44,139303,No,N/A - Active Employee
1466,Manufacturing,30,145579,No,N/A - Active Employee
1467,Sales,36,107994,Yes,"Great team, but the manufacturing shifts are too long."
1468,Manufacturing,3,127061,No,N/A - Active Employee
1469,Sales,22,76978,No,N/A - Active Employee
1470,Manufacturing,49,116344,Yes,"Great team, but the manufacturing shifts are too long."
1471,Sales,22,106648,No,N/A - Active Employee
1472,Manufacturing,50,61055,No,N/A - Active Employee
1473,Sales,57,135582,No,N/A - Active Employee
1474,Manufacturing,50,141214,No,N/A - Active Employee
1475,Sales,55,104876,No,N/A - Active Employee
1476,Manufacturing,49,98725,No,N/A - Active Employee
1477,Manufacturing,12,65255,No,N/A - Active Employee
1478,Sales,55,134947,Yes,Burnout. We are hiring 500 people a week but the floor is chaos.
1479,Manufacturing,21,113380,No,N/A - Active Employee
1480,Engineering,56,113333,No,N/A - Active Employee
1481,Engineering,4,102459,No,N/A - Active Employee
1482,Manufacturing,31,96163,No,N/A - Active Employee
1483,Engineering,44,93971,No,N/A - Active Employee
1484,Manufacturing,31,125149,No,N/A - Active Employee
1485,Sales,58,144730,No,N/A - Active Employee
1486,Manufacturing,23,79476,No,N/A - Active Employee
1487,Manufacturing,54,128580,No,N/A - Active Employee
1488,Sales,53,146593,No,N/A - Active Employee
1489,Sales,20,129050,No,N/A - Active Employee
1490,Manufacturing,15,135526,Yes,I wasn't properly trained on the new optical switch assembly line.
1491,Engineering,23,67507,No,N/A - Active Employee
1492,Manufacturing,28,130393,No,N/A - Active Employee
1493,Manufacturing,16,72118,No,N/A - Active Employee
1494,Manufacturing,37,110529,No,N/A - Active Employee
1495,Manufacturing,21,128682,No,N/A - Active Employee
1496,Manufacturing,15,114176,No,N/A - Active Employee
1497,Manufacturing,17,64414,No,N/A - Active Employee
1498,Sales,50,143030,No,N/A - Active Employee
1499,Sales,37,145973,No,N/A - Active Employee
1500,Engineering,13,122137,No,N/A - Active Employee
1501,Manufacturing,19,63937,No,N/A - Active Employee
